tick,ctrlMel.r_roll,ctrlMel.r_pitch,ctrlMel.r_yaw,ctrlMel.cmd_thrust,ctrlMel.cmd_roll,ctrlMel.cmd_pitch,ctrlMel.cmd_yaw,ctrlMel.accelz
15600,0,0,0,0,0,0,0,0
15602,0,0,0,0,0,0,0,0
15604,0,0,0,0,0,0,0,0
15606,0,0,0,0,0,0,0,0
15608,0,0,0,0,0,0,0,0
15610,0,0,0,0,0,0,0,0
15612,0,0,0,0,0,0,0,0
15614,0,0,0,0,0,0,0,0
15616,0,0,0,0,0,0,0,0
15618,0,0,0,0,0,0,0,0
15620,0,0,0,0,0,0,0,0
15622,0,0,0,0,0,0,0,0
15624,0,0,0,0,0,0,0,0
15626,0,0,0,0,0,0,0,0
15628,0,0,0,0,0,0,0,0
15630,0,0,0,0,0,0,0,0
15632,0,0,0,0,0,0,0,0
15634,0,0,0,0,0,0,0,0
15636,0,0,0,0,0,0,0,0
15638,0,0,0,0,0,0,0,0
15640,0,0,0,0,0,0,0,0
15642,0,0,0,0,0,0,0,0
15644,0,0,0,0,0,0,0,0
15646,0,0,0,0,0,0,0,0
15648,0,0,0,0,0,0,0,0
15650,0,0,0,0,0,0,0,0
15652,0,0,0,0,0,0,0,0
15654,0,0,0,0,0,0,0,0
15656,0,0,0,0,0,0,0,0
15658,0,0,0,0,0,0,0,0
15660,0,0,0,0,0,0,0,0
15662,0,0,0,0,0,0,0,0
15664,0,0,0,0,0,0,0,0
15666,0,0,0,0,0,0,0,0
15668,0,0,0,0,0,0,0,0
15670,0,0,0,0,0,0,0,0
15672,0,0,0,0,0,0,0,0
15674,0,0,0,0,0,0,0,0
15676,0,0,0,0,0,0,0,0
15678,0,0,0,0,0,0,0,0
15680,0,0,0,0,0,0,0,0
15682,0,0,0,0,0,0,0,0
15684,0,0,0,0,0,0,0,0
15686,0,0,0,0,0,0,0,0
15688,0,0,0,0,0,0,0,0
15690,0,0,0,0,0,0,0,0
15692,0,0,0,0,0,0,0,0
15694,0,0,0,0,0,0,0,0
15696,0,0,0,0,0,0,0,0
15698,0,0,0,0,0,0,0,0
15700,0,0,0,0,0,0,0,0
15702,0,0,0,0,0,0,0,0
15704,0,0,0,0,0,0,0,0
15706,0,0,0,0,0,0,0,0
15708,0,0,0,0,0,0,0,0
15710,0,0,0,0,0,0,0,0
15712,0,0,0,0,0,0,0,0
15714,0,0,0,0,0,0,0,0
15716,0,0,0,0,0,0,0,0
15718,0,0,0,0,0,0,0,0
15720,0,0,0,0,0,0,0,0
15722,0,0,0,0,0,0,0,0
15724,0,0,0,0,0,0,0,0
15726,0,0,0,0,0,0,0,0
15728,0,0,0,0,0,0,0,0
15730,0,0,0,0,0,0,0,0
15732,0,0,0,0,0,0,0,0
15734,0,0,0,0,0,0,0,0
15736,0,0,0,0,0,0,0,0
15738,0,0,0,0,0,0,0,0
15740,0,0,0,0,0,0,0,0
15742,0,0,0,0,0,0,0,0
15744,0,0,0,0,0,0,0,0
15746,0,0,0,0,0,0,0,0
15748,0,0,0,0,0,0,0,0
15750,0,0,0,0,0,0,0,0
15752,0,0,0,0,0,0,0,0
15754,0,0,0,0,0,0,0,0
15756,0,0,0,0,0,0,0,0
15758,0,0,0,0,0,0,0,0
15760,0,0,0,0,0,0,0,0
15762,0,0,0,0,0,0,0,0
15764,0,0,0,0,0,0,0,0
15766,0,0,0,0,0,0,0,0
